feature,mean_abs_shap
Sensor_12_delta,0.7813197552008876
Sensor_12_rolling_std_10,0.7581010623804038
Sensor_11_rolling_std_10,0.7529359538583327
Sensor_17_rolling_std_10,0.7427539960271471
Sensor_20_delta,0.7027892474514623
Sensor_8_delta,0.6023425078586526
Sensor_2_rolling_std_5,0.5883862420234263
Sensor_14_delta,0.5405556365758312
Sensor_7_delta,0.4823037980535553
Sensor_15_rolling_std_10,0.4801441066186829
Sensor_13_rolling_std_3,0.4750451010353279
Sensor_13_rolling_std_10,0.4689969357344299
Sensor_4_rolling_std_10,0.4575161908537717
Sensor_9_delta,0.42998162055666656
Sensor_17_rolling_std_3,0.40568967599808475
Sensor_2_rolling_std_10,0.3796093528208156
Sensor_3_rolling_std_5,0.3789526570396906
Sensor_7_rolling_std_3,0.36502429535907427
Sensor_3_rolling_std_3,0.36429254912043957
Sensor_4_rolling_std_3,0.36012124449247074
Sensor_11_rolling_std_5,0.34508336134607903
Sensor_14_rolling_std_3,0.3297813183086862
Sensor_9_rolling_std_3,0.32965688457468134
Sensor_21_rolling_std_10,0.3173996768917046
Sensor_3_rolling_std_10,0.31697253649682267
Sensor_21_rolling_std_3,0.3124126003031217
Sensor_6_rolling_std_10,0.28979995258627655
Sensor_8_rolling_std_5,0.28130357002600465
Sensor_20_rolling_std_3,0.2757889872693271
Sensor_4_rolling_std_5,0.2699860780344627
Sensor_17_rolling_std_5,0.2635870662690945
Sensor_2_rolling_std_3,0.25015272280167616
Sensor_12_rolling_std_5,0.24721707189083436
Sensor_15_rolling_std_5,0.24696952232350555
Sensor_12_rolling_std_3,0.2401436040524643
Sensor_8_rolling_std_3,0.23658056668182437
Sensor_20_rolling_std_5,0.22970427251118417
Sensor_9_rolling_std_5,0.22803168695770137
Sensor_14_rolling_std_5,0.22686310041697233
Sensor_11_rolling_std_3,0.22627136500958767
Sensor_7_rolling_std_5,0.2242478046475156
Sensor_13_rolling_std_5,0.21683748845246828
Sensor_7_rolling_std_10,0.21315309668244287
Sensor_21_rolling_std_5,0.21096735955718052
Sensor_15_rolling_std_3,0.18852093613640716
Sensor_6_rolling_std_5,0.16917783182430943
Sensor_6_rolling_mean_10,0.16459073476100425
Sensor_6_rolling_mean_5,0.10517251655454983
Sensor_6_lag_3,0.10409059705892808
Sensor_6_rolling_std_3,0.09028512577237652
Sensor_6_rolling_mean_3,0.059079525303753974
Sensor_6_lag_5,0.05228204525851755
Sensor_6_lag_1,0.04294224599155988
Sensor_6,0.02953296307171146
Sensor_6_delta,0.02833035486013935
Sensor_6_lag_2,0.025719187257047978
Sensor_10,0.0
Sensor_16,0.0
Sensor_1,0.0
Sensor_5,0.0
Sensor_1_rolling_mean_5,0.0
Sensor_5_rolling_mean_5,0.0
Sensor_10_rolling_mean_3,0.0
Sensor_19_rolling_mean_10,0.0
Sensor_1_rolling_std_3,0.0
Sensor_5_rolling_std_3,0.0
Sensor_19,0.0
Sensor_18,0.0
Sensor_1_rolling_mean_3,0.0
Sensor_5_rolling_mean_3,0.0
Sensor_19_rolling_std_5,0.0
Sensor_18_rolling_std_5,0.0
Sensor_16_rolling_std_5,0.0
Sensor_10_rolling_std_5,0.0
Sensor_5_rolling_std_5,0.0
Sensor_18_rolling_std_3,0.0
Sensor_19_rolling_std_3,0.0
Sensor_1_rolling_std_5,0.0
Sensor_16_rolling_std_3,0.0
Sensor_10_rolling_std_3,0.0
Sensor_16_rolling_mean_10,0.0
Sensor_10_rolling_mean_10,0.0
Sensor_5_rolling_mean_10,0.0
Sensor_18_rolling_mean_10,0.0
Sensor_16_rolling_mean_3,0.0
Sensor_18_rolling_mean_3,0.0
Sensor_1_rolling_mean_10,0.0
Sensor_19_rolling_mean_5,0.0
Sensor_18_rolling_mean_5,0.0
Sensor_16_rolling_mean_5,0.0
Sensor_10_rolling_mean_5,0.0
Sensor_19_rolling_mean_3,0.0
Sensor_1_rolling_std_10,0.0
Sensor_5_rolling_std_10,0.0
Sensor_10_rolling_std_10,0.0
Sensor_16_lag_1,0.0
Sensor_16_rolling_std_10,0.0
Sensor_18_rolling_std_10,0.0
Sensor_1_lag_1,0.0
Sensor_19_rolling_std_10,0.0
Sensor_5_lag_1,0.0
Sensor_10_lag_1,0.0
Sensor_1_lag_3,0.0
Sensor_19_lag_2,0.0
Sensor_18_lag_2,0.0
Sensor_16_lag_2,0.0
Sensor_10_lag_2,0.0
Sensor_18_lag_1,0.0
Sensor_1_lag_2,0.0
Sensor_5_lag_2,0.0
Sensor_19_lag_1,0.0
Sensor_5_lag_3,0.0
Sensor_10_lag_3,0.0
Sensor_5_lag_5,0.0
Sensor_1_lag_5,0.0
Sensor_16_lag_3,0.0
Sensor_19_lag_3,0.0
Sensor_18_lag_3,0.0
Sensor_18_lag_5,0.0
Sensor_16_lag_5,0.0
Sensor_10_lag_5,0.0
Sensor_5_delta,0.0
Sensor_10_delta,0.0
Sensor_19_lag_5,0.0
Sensor_1_delta,0.0
Sensor_16_delta,0.0
Sensor_18_delta,0.0
Sensor_19_delta,0.0
Sensor_5_cumulative_delta,0.0
Sensor_1_cumulative_delta,0.0
Sensor_10_cumulative_delta,0.0
Sensor_16_cumulative_delta,0.0
Sensor_18_cumulative_delta,0.0
Sensor_19_cumulative_delta,0.0
